plotid_time,status,species,BA_m2_sum,n_trees,mean_dbh_cm,max_dbh_cm,min_dbh_cm,mean_ht2c,mean_ht,mean_ht2d,n_trees_ha,BA_m2_ha
burton19 prefire ,live,pije,0.535858317330157,1,82.6,82.6,82.6,10,26,,4.04686,2.16854359007072
burton19 prefire ,stump,abma ,,1,,,,,,,4.04686,
burton2 prefire ,dead,abco,0.0620158243800259,1,28.1,28.1,28.1,,4,,4.04686,0.250969359050552
burton2 prefire ,dead,abma,0.921958483660016,5,47.12,67,34.1,,5.99,,20.2343,3.73103690918437
burton2 prefire ,dead,qbma,0.175716345698748,1,47.3,47.3,47.3,,2.2,,4.04686,0.711099450754434
burton2 prefire ,live,abco,1.69655113912544,8,49.3,71.6,30.9,5.0375,20.375,,32.37488,6.86570494288119
burton2 prefire ,live,abma,0.385204027025422,3,38.4333333333333,55.4,25.4,6.5,18.6666666666667,0.866666666666667,12.14058,1.5588667688081
burton2 prefire ,stump,abco,,8,,,,,,,32.37488,
burton2 prefire ,stump,abma,,14,,,,,,,56.65604,
burton20 prefire ,dead,abco,0.202682991638999,1,50.8,50.8,50.8,,4,1.5,4.04686,0.8202296915442
burton20 prefire ,live,abco,1.98907582667548,9,52.2222222222222,67.1,35.8,9.66666666666667,24.5,2.02222222222222,36.42174,8.04951139993992
burton20 prefire ,live,cade,0.00785398163397448,1,10,10,10,1.5,3,0.5,4.04686,0.031783964115266
burton20 prefire ,stump,abco,,11,,,,,,,44.51546,
burton20 prefire ,stump,cade,,1,,,,,,,4.04686,
burton21 prefire ,dead,"",0.00567450173054656,1,8.5,8.5,8.5,,4.5,0.7,4.04686,0.0229639140732797
burton21 prefire ,dead,abma,0.18934457463002,1,49.1,49.1,49.1,,1.95,,4.04686,0.766250985287244
burton21 prefire ,dead,pije,0.170553923570736,1,46.6,46.6,46.6,,18,0.6,4.04686,0.69020785114147
burton21 prefire ,live,abco,2.10298369310933,33,24.4181818181818,82,9.1,6.71060606060606,12.4969696969697,,133.54638,8.51048058829644
burton21 prefire ,live,abco ,0.0608989881916747,5,12.3,15.1,9.5,2,6,,20.2343,0.246449679353361
burton21 prefire ,live,pije,1.23857761606676,5,50.68,92.1,22,10,19.68,,20.2343,5.01235021135591
burton22 prefire ,dead,abco,0.00916088417786784,1,10.8,10.8,10.8,,4.5,0.01,4.04686,0.0370728157440462
burton22 prefire ,dead,pije,0.179852252427199,3,25.5666666666667,40.3,16.9,,9.33333333333333,,12.14058,0.727836886257533
burton22 prefire ,live,abco,0.533905817495951,5,33.2,63.3,15.3,,13.68,0.36,20.2343,2.16064209659167
burton22 prefire ,live,abco ,1.16141303191112,16,27.85625,46.9,7.8,5.59375,12.5125,,64.74976,4.70007594231984
burton22 prefire ,live,pije,0.580175979496185,8,28.1375,48.2,10.9,6.9375,12.6875,,32.37488,2.34789096438393
burton23 prefire ,live,abco,1.3083178313838,9,37.9333333333333,66.2,9.5,4.31111111111111,14.2222222222222,0.555555555555556,36.42174,5.29457909911383
burton23 prefire ,live,abco ,0.507693939190725,1,80.4,80.4,80.4,11,21,0.1,4.04686,2.05456629475338
burton23 prefire ,live,cade,0.0613600169135891,4,13.15,20.5,7.9,1.675,3.875,0.125,16.18744,0.248315398046927
burton23 prefire ,live,pico,0.182466842913149,1,48.2,48.2,48.2,10,20,1.8,4.04686,0.738417767911505
burton23 prefire ,live,pije,0.209552083976073,2,34.6,46.3,22.9,7.5,15,,8.09372,0.848027946559411
burton23 prefire ,stump,cade,,1,,,,,,,4.04686,
burton24 prefire ,dead,pije,0.0255639248204235,2,12.65,14.3,11,,6,,8.09372,0.103453624798779
burton24 prefire ,live,abco,0.00528101725068444,1,8.2,8.2,8.2,2.2,3,0.4,4.04686,0.0213715374711048
burton24 prefire ,live,cade,0.494175666002328,61,9.90163934426229,20,7.6,2.04180327868852,4.01803278688525,,246.85846,1.99985973571818
burton24 prefire ,live,pije,2.01639982878007,13,39.5076923076923,80.8,15.8,8.92307692307692,16.5692307692308,,52.60918,8.16008781109693
burton24 prefire ,stump,cade,,1,,,,,,,4.04686,
Burton25 prefire ,dead,ABCO,0.289284920126019,2,42.85,45.2,40.5,,9.45,,8.09372,1.17069557186118
Burton25 prefire ,dead,PIJE,0.0122718463030851,1,12.5,12.5,12.5,,9.1,,4.04686,0.0496624439301031
Burton25 prefire ,live,ABCO,0.61538694995762,6,34.8166666666667,53.7,22.1,2.51666666666667,14.9666666666667,1.03333333333333,24.28116,2.49038483230549
Burton25 prefire ,live,PIJE,1.42175524431778,6,54.35,65.3,40.9,11.25,22.25,9.36666666666667,24.28116,5.75364442801985
Burton26 prefire ,live,ABCO,0.543535584377367,3,44.5,67.3,23.1,3,16.9666666666667,0.6,12.14058,2.19961241499339
Burton26 prefire ,live,PIJE,0.511031881385164,2,56.7,62.9,50.5,7.15,22.5,2.85,8.09372,2.06807447950236
Burton27 prefire ,live,ABCO,0.0404707819617071,1,22.7,22.7,22.7,0,5.6,0,4.04686,0.163779588689554
Burton27 prefire ,live,PIJE,1.12022871571797,9,37.3333333333333,62.1,17.6,5.51111111111111,15.6222222222222,2.67777777777778,36.42174,4.53340878049041
Burton28 prefire ,dead,ABCO,0.325732892694804,1,64.4,64.4,64.4,,2.2,0.5,4.04686,1.3181954141309
Burton28 prefire ,live,ABCO,0.582568302301894,2,56.65,79,34.3,6.65,23.25,3,8.09372,2.35757235985344
Burton28 prefire ,live,PIJE,0.862584738701659,3,59.1666666666667,77,48.9,14.5666666666667,27.9666666666667,,12.14058,3.4907596756622
Burton29 prefire ,"","",,1,,,,,,,4.04686,
burton3 prefire ,dead,abma,0.0464405934016911,2,17.1,18.9,15.3,,4.9,0.01,8.09372,0.187938579813568
burton3 prefire ,live,abco,1.6636781026469,19,28.95,73.5,8.45,5.62894736842105,14.3210526315789,,76.89034,6.73267236647764
burton3 prefire ,live,abma,1.79840176930436,16,34.353125,72.3,12.2,6.625,16.525,0.725,64.74976,7.27788018412706
burton3 prefire ,live,pico,0.0219039693789914,1,16.7,16.7,16.7,14,16,1,4.04686,0.0886422975210653
burton3 prefire ,stump,abma,,1,,,,,,,4.04686,
Burton30 prefire ,live,ABCO,0.279578969622753,4,25.125,41.5,8.4,0.775,10.9,0,16.18744,1.13141694900753
Burton30 prefire ,live,PIJE,1.46268469880691,8,45.325,70.2,21.6,7.6875,20.425,,32.37488,5.91928020021374
Burton31 prefire ,dead,ABCO,1.40579595363754,5,58.18,75.1,34,,6.16,,20.2343,5.68905941293763
Burton31 prefire ,live,ABCO,1.87466471636842,12,41.2375,75.1,12.6,3.98333333333333,17.5166666666667,1.60833333333333,48.56232,7.5865056540827
Burton31 prefire ,live,ABMA,0.0702153812058953,1,29.9,29.9,29.9,5,14.3,0.9,4.04686,0.284151817586889
Burton32 prefire ,dead,ABCO,0.136183329144137,3,23.6,30,19.5,,2.8,,12.14058,0.551114867380243
Burton32 prefire ,dead,ABMA,0.481154549851362,2,55.25,58.5,52,,3.1,,8.09372,1.94716510161148
Burton32 prefire ,live,ABCO,3.17794009519366,15,49.8466666666667,66.4,19,3.57333333333333,21.9,1.08666666666667,60.7029,12.8606786536354
Burton33 prefire ,live,PIJE,0.897907235702296,3,60.6333333333333,74.9,46.5,9.06666666666667,24.5,5.1,12.14058,3.63370487587419
Burton34 prefire ,dead,ABCO,0.828823024201234,3,57.85,72.5,40.75,,20.8333333333333,1.1,12.14058,3.35413074371901
Burton34 prefire ,live,ABCO,2.5711876162949,14,46.2535714285714,66.7,20.85,6.50714285714286,21.75,0.492857142857143,56.65604,10.4052363168792
Burton34 prefire ,live,PIJE,0.451902395255624,2,51.1,67.4,34.8,13.05,25.05,7.35,8.09372,1.82878572726417
Burton35 prefire ,dead,ABCO,0.366290853852648,2,47.2,57.4,37,,13.3,0,8.09372,1.48232780482213
Burton35 prefire ,live,ABCO,0.314888900252776,3,36.4333333333333,39.8,32.5,2.33333333333333,17.4666666666667,1.3,12.14058,1.27431129487695
Burton35 prefire ,live,PIJE,3.04375167738456,16,45.59375,73.3,9.5,7.725,20.4375,,64.74976,12.3176369131405
Burton36 prefire ,"","",,1,,,,,,,4.04686,
Burton37 prefire ,live,PIJE,1.72331966837898,13,37.9269230769231,65.35,11.5,5.24615384615385,16.5153846153846,2.82307692307692,52.60918,6.97403343317615
Burton37 prefire ,live,PILA,0.00994019550549895,1,11.25,11.25,11.25,2.4,3.9,1.4,4.04686,0.0402265795833835
Burton38 postfire 1yr,dead,ABCO,0.0176714586764426,1,15,15,15,,1.9,,4.04686,0.0715139192593484
Burton38 postfire 1yr,live,ABCO,1.34304813816923,4,62.65,86.2,42.7,6.225,27.325,1.975,16.18744,5.43512778843154
Burton38 postfire 1yr,live,PIJE,0.205083953824505,1,51.1,51.1,51.1,19,28.3,,4.04686,0.829946049374237
Burton39 postfire 1yr,dead,ABCO,0.172303005280622,5,20.14,31.2,14.5,,9.28,1.4,20.2343,0.69728613994994
Burton39 postfire 1yr,live,ABCO,1.47635062685003,7,48.6857142857143,67.7,26.5,5.85714285714286,21.0714285714286,1.61428571428571,28.32802,5.9745842977743
Burton39 postfire 1yr,live,ABMA,0.274324655909624,1,59.1,59.1,59.1,10.8,25.6,3.7,4.04686,1.11015347701442
Burton39 postfire 1yr,live,PIJE,0.419817309484511,2,48,67.2,28.8,7.75,21.85,,8.09372,1.69894187706049
burton4 prefire ,dead,abco,0.00769768739945839,1,9.9,9.9,9.9,,6,0.3,4.04686,0.0311514632293722
burton4 prefire ,live,abco,1.76505356693697,43,18.5767441860465,65.8,7.7,3.44186046511628,9.79767441860465,0.234651162790698,174.01498,7.14292467789454
burton4 prefire ,live,cade,0.0103868907109313,1,11.5,11.5,11.5,1.5,4,,4.04686,0.0420342925424392
burton4 prefire ,live,pije,0.857246387385047,4,43.3,90.6,12.8,6.125,15.7,,16.18744,3.46915611525305
Burton40 postfire 1yr,dead,ABCO,0.775341532614226,16,21.95,45.9,8.8,,9.18125,0.98125,64.74976,3.13769863467521
Burton40 postfire 1yr,dead,ABMA,0.0921900364195925,2,23.1,30.4,15.8,,10.8,2,8.09372,0.373080170784992
Burton40 postfire 1yr,live,ABCO,2.00119039699634,9,45.9388888888889,93.6,14.15,9.05555555555556,18.7888888888889,1.35555555555556,36.42174,8.09853736998861
Burton40 postfire 1yr,live,ABMA,0.096761839128729,1,35.1,35.1,35.1,6.1,12,1,4.04686,0.391581616296488
Burton41 postfire 1yr,dead,ABCO,0.323231399544383,6,25.55,33.7,17,,11.2833333333333,1.18333333333333,24.28116,1.30807222156018
Burton41 postfire 1yr,dead,ABMA,0.45569508298667,4,37.325,50,30.9,,13.125,1.35,16.18744,1.84413420353544
Burton41 postfire 1yr,live,ABCO,0.68337494197212,3,51.6666666666667,69,32,12.6,23.0666666666667,4.33333333333333,12.14058,2.76552271766929
Burton41 postfire 1yr,live,ABMA,0.693979387974312,3,54,61.5,48.9,16.1666666666667,25.2333333333333,3.86666666666667,12.14058,2.80843742601772
Burton41 postfire 1yr,live,PIJE,0.220618344098343,1,53,53,53,13,21.7,7.9,4.04686,0.892811551997821
Burton42 prefire ,dead,ABCO,0.634593862043504,4,38.9,76,19.4,,16.875,2.55,16.18744,2.56811251654938
Burton42 prefire ,live,ABCO,0.947310350976323,2,77.25,85.2,69.3,13.15,29.8,6.75,8.09372,3.83363236695204
Burton42 prefire ,live,PIJE,1.15497276697126,3,69.8333333333333,74.9,63,14.5666666666667,30,4.5,12.14058,4.67401309174532
Burton43 prefire ,dead,ABCO,0.366806860446001,3,39.3,43.2,34.7,,13.0333333333333,,12.14058,1.4844160112645
Burton43 prefire ,live,ABCO,1.17966647062664,11,35.3272727272727,50.5,12.7,7.28181818181818,16.9,1.56363636363636,44.51546,4.77394505332013
Burton43 prefire ,live,PIJE,0.426271711591311,4,36.15,47.3,27.8,8.3,19.25,3.875,16.18744,1.72506193877041
Burton44 prefire ,dead,ABCO,0.229022104446696,1,54,54,54,,4.2,1.8,4.04686,0.926820393601156
Burton44 prefire ,live,ABCO,1.24390261561459,8,42.9,58.4,22.1,3.9625,19.3125,0.7875,32.37488,5.03389973902606
Burton44 prefire ,live,PIJE,0.511583230895869,2,57,59.8,54.2,13.25,26.2,9,8.09372,2.07030571378326
Burton45 prefire ,dead,ABCO,0.210255015332314,2,36.45,39.6,33.3,,18.7,1.9,8.09372,0.850872611347728
Burton45 prefire ,live,ABCO,1.01973682436172,10,33.595,64.9,15.6,3.92,17.92,1.73,40.4686,4.12673216503648
Burton45 prefire ,live,PIJE,0.0330063578167778,1,20.5,20.5,20.5,5,9.9,4.5,4.04686,0.133572109194405
Burton45 prefire ,live,PILA,0.186272097014809,1,48.7,48.7,48.7,5.1,17.6,1.8,4.04686,0.753817098525352
Burton46 prefire ,dead,ABCO,0.307010571275736,2,44,48.3,39.7,,2.35,0.3,8.09372,1.24242880047292
Burton46 prefire ,live,ABCO,0.230387911852844,11,15.9,22.9,8.3,2.17272727272727,7.41818181818182,,44.51546,0.932347624960801
Burton46 prefire ,live,CADE,0.10698458162351,3,19.9,30,11.6,4.23333333333333,7.16666666666667,0.433333333333333,12.14058,0.432951623988919
Burton46 prefire ,live,PIJE,1.12350500415658,5,50.34,81.4,32.6,10.24,21.46,7.56,20.2343,4.54666746112109
Burton47 prefire ,live,ABCO,0.546476115101128,4,41.425,49.7,37.7,2.675,18.25,0.575,16.18744,2.21151233115815
burton5 prefire ,live,abco,1.00192831370577,22,21.6159090909091,50.4,8.1,2.55,11.0590909090909,0.118181818181818,89.03092,4.05466361560332
burton5 prefire ,live,abma,0.01674154725098,1,14.6,14.6,14.6,2.5,9,1.5,4.04686,0.0677506979081009
burton5 prefire ,live,pico,0.137227908701456,1,41.8,41.8,41.8,4,17,0.01,4.04686,0.555342134607573
burton5 prefire ,live,pije,1.12089296621466,5,49.49,77.15,22.8,7.78,21,,20.2343,4.53609690925546
burton5 prefire ,stump,unk,,1,,,,,,,4.04686,
burton6 prefire ,dead,abco,0.169280007749706,4,20.05,35.3,7.8,,9.9125,,16.18744,0.685052492161974
burton6 prefire ,dead,abma,0.812657762852647,4,49.4,69.9,38.7,,15.875,7.4,16.18744,3.28871219417786
burton6 prefire ,live,abco,2.47066627250752,32,27.275,73.3,7.9,5.509375,13.940625,,129.49952,9.99844051155979
burton6 prefire ,live,abma,0.705444630363588,10,27.72,47.9,10.8,7.22,13.65,3.071,40.4686,2.85483565683319
burton6 prefire ,live,adco,0.0441150294398713,1,23.7,23.7,23.7,5,12,1.5,4.04686,0.178527348039037
burton7 prefire ,dead,abco,0.53184571811336,5,33.46,53.3,12.2,,13.2,,20.2343,2.15230516280423
burton7 prefire ,dead,abma,0.0951148591800846,1,34.8,34.8,34.8,,1.1,,4.04686,0.384916519021517
burton7 prefire ,dead,pije,0.0295592452776264,1,19.4,19.4,19.4,,1.1,,4.04686,0.119622127344215
burton7 prefire ,live,abco,1.31100310770445,9,38.0333333333333,70.6,12.3,3.93333333333333,14.0111111111111,,36.42174,5.30544603644484
burton7 prefire ,live,abma,0.559559277707002,4,37.975,56,8.9,6.75,15.25,3.725,16.18744,2.26445805858136
burton7 prefire ,live,pije,0.769768739945839,1,99,99,99,12,22,11,4.04686,3.11514632293722
burton7 prefire ,stump,abco,,3,,,,,,,12.14058,
burton7 prefire ,stump,abma,,1,,,,,,,4.04686,
burton7 prefire ,stump,pije,,1,,,,,,,4.04686,
burton8 prefire ,dead,abco,0.410734965122983,2,45.1,69.2,21,,14.75,,8.09372,1.6621869009576
burton8 prefire ,dead,abma,0.0660519855417254,1,29,29,29,,10.7,,4.04686,0.267303138209387
burton8 prefire ,live,abco,1.57252263195804,5,58.72,95.2,34.9,12.18,26.22,,20.2343,6.36377893836573
burton8 prefire ,live,abma,0.615143476526967,1,88.5,88.5,88.5,15,31,2,4.04686,2.48939952941792
burton8 prefire ,stump,abco,,10,,,,,,,40.4686,
burton8 prefire ,stump,abma,,3,,,,,,,12.14058,
burton8 prefire ,stump,abma ,,2,,,,,,,8.09372,
burton9 prefire ,dead,abco,0.670708040392846,4,43.15,61.2,25.2,,11.75,,16.18744,2.71426154034419
burton9 prefire ,dead,abma,0.165468470462738,1,45.9,45.9,45.9,,3.5,,4.04686,0.669627734376835
burton9 prefire ,live,abco,0.655227842592282,7,28.3142857142857,73.1,8.9,4.81428571428571,12.9857142857143,,28.32802,2.651615347073
burton9 prefire ,live,abma ,0.402639080854682,1,71.6,71.6,71.6,15,29.4,9,4.04686,1.62942399074758
burton9 prefire ,stump,abco,,8,,,,,,,32.37488,
burton9 prefire ,stump,abma,,1,,,,,,,4.04686,
Caples002 prefire ,D1,JUOC,0.0103868907109313,1,11.5,11.5,11.5,4.4,5.4,,4.04686,0.0420342925424392
Caples002 prefire ,D1,PIJE,0.00916088417786784,1,10.8,10.8,10.8,,2.9,,4.04686,0.0370728157440462
Caples002 prefire ,D2,CADE,0.0343069771753639,1,20.9,20.9,20.9,,4.5,,4.04686,0.138835533651893
Caples002 prefire ,D3,ABCO,0.0870920169409796,1,33.3,33.3,33.3,,5.1,,4.04686,0.352449199677773
Caples002 prefire ,L,CADE,0.0629017535083382,1,28.3,28.3,28.3,3.4,4.4,,4.04686,0.254554590202754
Caples002 prefire ,L,PIJE,0.469625690210851,2,53.3,65.5,41.1,5,23.75,,8.09372,1.90050942068668
Caples003 prefire ,D1,CADE,0.454094441529666,3,36.3666666666667,67.9,7.9,,6.83333333333333,,12.14058,1.83765663164874
Caples003 prefire ,D3,CADE,0.0855298599939821,1,33,33,33,,8,,4.04686,0.346127369215246
Caples003 prefire ,M,PIJE,0.135265198691126,1,41.5,41.5,41.5,7.4,15.5,,4.04686,0.547399321975168
Caples004 prefire ,D1,ABCO,0.311783435914702,4,30.125,42.5,16.5,,15.8,,16.18744,1.26174391546577
Caples004 prefire ,D1,CADE,0.0476838786943493,3,13.3,20.4,9.1,,5.56666666666667,,12.14058,0.192969981333014
Caples004 prefire ,D1,PICO,0.346206652018249,2,46.9,49,44.8,,29,,8.09372,1.40104985178657
Caples004 prefire ,D1,PIJE,0.133316625847737,1,41.2,41.2,41.2,,29.9,,4.04686,0.539513720478171
Caples004 prefire ,D1,PIPO,1.2338173177984,5,51.42,77.4,15.5,,25.38,,20.2343,4.99308595070565
Caples004 prefire ,D2,ABCO,0.283321391871342,6,19.5333333333333,52,9.1,,9,,24.28116,1.14656200790846
Caples004 prefire ,D2,PICO,0.355793222000678,2,45.1,60.3,29.9,,27.25,,8.09372,1.43984535838566
Caples004 prefire ,D3,ABCO,0.595370292365272,3,39.5666666666667,83.2,14,,13.6333333333333,,12.14058,2.40938022136133
Caples004 prefire ,D3,PICO,0.00567450173054656,1,8.5,8.5,8.5,,4,,4.04686,0.0229639140732797
Caples013 prefire ,D1,CADE,0.467444639511096,14,18.5357142857143,35.3,8.4,,6.45,,56.65604,1.89168301385187
Caples013 prefire ,D2,CADE,0.0585883467949594,3,14.4333333333333,23.4,9.5,,6.16666666666667,,12.14058,0.23709883711065
Caples013 prefire ,D3,ABCO,0.0683492751696629,1,29.5,29.5,29.5,,10.7,,4.04686,0.276599947713102
Caples013 prefire ,D3,CADE,0.0273774091797083,2,13,15.3,10.7,,4.8,,8.09372,0.110792542112994
Caples013 prefire ,L,CADE,0.964362915900008,6,44.35,53.6,25.6,7.2,13.3166666666667,,24.28116,3.90264170983911
Caples014 prefire ,D,"",,2,,,,,,,8.09372,
Caples014 prefire ,D,ABCO,0.225655887918374,2,37.9,38.3,37.5,,8.8,0,8.09372,0.913197786581353
Caples014 prefire ,L,ABCO,0.326959684626031,4,32,35.3,25,2.575,9.375,0.1,16.18744,1.3231600693257
Caples015 prefire ,na,na,,1,,,,,,,4.04686,
Caples016 prefire ,D,ABCO,0.0176714586764426,1,15,15,15,,5,0,4.04686,0.0715139192593484
Caples016 prefire ,L,ABCO,1.9940941282405,7,51.5571428571429,110.55,12.4,5.05714285714286,21.9571428571429,1.66428571428571,28.32802,8.06981976381136
Caples016 prefire ,L,ABMA,0.166283713756344,6,17.8833333333333,26.5,10.8,2.08333333333333,7.98333333333333,0.125,24.28116,0.672926909852
Caples016 prefire ,L,CADE,0.34957286854657,10,20.04,29.5,8.7,1.88,7.06,0.147,40.4686,1.41467245880637
Caples017 prefire ,D,ABCO,0.385197743840115,3,39.1666666666667,50.8,26.3,,,0.933333333333333,12.14058,1.55884134163681
Caples017 prefire ,L,ABCO,2.16945036888133,22,30.8090909090909,67.4,8.2,2.45,,0.55,89.03092,8.77946191981111
Caples018 prefire ,na,na,,1,,,,,,,4.04686,
Caples019 prefire ,D,JUOC,0.0341404727647237,2,14.65,16.3,13,,4.4,0,8.09372,0.13816171361265
Caples019 prefire ,L,JUOC,0.590615491884064,16,17.16875,60.4,8.7,0.61875,5.9,0.125,64.74976,2.39013820948594
Caples019 prefire ,L,PIJE,0.160795351390523,3,23.1,39.9,11.3,2.2,7.16666666666667,0.866666666666667,12.14058,0.650716275728252
Caples020 prefire ,D,CADE,0.0270687477014931,2,12.55,16.4,8.7,,2.9,1.35,8.09372,0.109543432323264
Caples020 prefire ,D,JUOC,0.108238077092293,2,26.25,26.3,26.2,,7.3,0,8.09372,0.438024344661715
Caples020 prefire ,L,PIJE,0.265119789434606,1,58.1,58.1,58.1,8.8,21.2,5.7,4.04686,1.07290267107133
Caples021 prefire ,D3,ABCO,0.218956441584594,1,52.8,52.8,52.8,,22,0.5,4.04686,0.886086065191031
Caples021 prefire ,L,ABCO,0.791221105380877,6,36.1,57.3,8.4,3.9,17.1166666666667,0.633333333333333,24.28116,3.20196104252166
Caples021 prefire ,L,CADE,0.0876158775159657,1,33.4,33.4,33.4,1.2,11,0,4.04686,0.354569190084261
Caples021 prefire ,L,PIJE,0.730478411423718,4,46.5,56.4,25.1,5.9,20.275,3.3,16.18744,2.95614386405419
Caples027 prefire ,D,PIJE,0.00693977817177985,1,9.4,9.4,9.4,,3.5,0.8,4.04686,0.028084310692249
Caples027 prefire ,L,PIJE,0.0084948665353068,1,10.4,10.4,10.4,1.2,3,1.3,4.04686,0.0343775355870717
Caples028 prefire ,D,"",,1,,,,,,,4.04686,
Caples028 prefire ,D,ABCO,,14,,,,,,,56.65604,
Caples028 prefire ,D,CADE,1.80945526670648,30,25.2133333333333,51.2,11.3,,10.4866666666667,4.63666666666667,121.4058,7.32261214062378
Caples028 prefire ,D,PIJE,1.00515728190503,5,45.24,84.4,21.4,,18.98,10.8,20.2343,4.06773079785021
Caples028 prefire ,D,QUKE,,6,,,,,,,24.28116,
Caples029 prefire ,D,ABCO,0.205439739192524,6,16.8,44,8.5,,6.01666666666667,0.7,24.28116,0.831385862948658
Caples029 prefire ,D,CADE,0.292337762787145,4,29.3,40.4,16.6,,9.35,2.05,16.18744,1.18304999871278
Caples029 prefire ,D,PIJE,0.0277591126871194,1,18.8,18.8,18.8,,6,4,4.04686,0.112337242768996
Caples029 prefire ,D,QUKE,0.0665083018746593,2,20.55,21.6,19.5,,8,4,8.09372,0.269149786524484
Caples029 prefire ,L,ABCO,0.0483310467809888,3,14.1666666666667,16.5,11.4,3.16666666666667,6.23333333333333,0.2,12.14058,0.195588979976112
Caples029 prefire ,L,CADE,1.07711074924653,7,35.9714285714286,94,13,2.85714285714286,,1.3,28.32802,4.35891640669581
Caples030 prefire ,D,PIJE,0.00594467869875528,1,8.7,8.7,8.7,,2.7,0.5,4.04686,0.0240572824388448
Caples030 prefire ,L,PIJE,0.0654723616971381,2,20,24.1,15.9,2.45,4.45,0.45,8.09372,0.26495748165768
Caples032 prefire ,D,ABCO,0.165647541243992,7,15.9571428571429,31.8,9,,7.5,1.05714285714286,28.32802,0.670352408758663
Caples032 prefire ,D,CADE,0.117971516531277,3,22.2666666666667,25.3,20.1,,8.03333333333333,1.5,12.14058,0.477414211389764
Caples032 prefire ,L,ABCO,2.38021353682537,13,43.1846153846154,87.4,14,7.4,17.5538461538462,1.38461538461538,52.60918,9.6323909536371
Caples032 prefire ,L,CADE,0.824843215357758,7,37.0428571428571,49.7,17.6,5.07142857142857,13.7142857142857,0.657142857142857,28.32802,3.3380250145027
Caples032 prefire ,L,PICO,0.278327044950298,2,39.75,53.6,25.9,8,17.2,2.5,8.09372,1.12635058512756
Caples032 prefire ,L,PIJE,0.836467893574204,1,103.2,103.2,103.2,7.5,40,3.7,4.04686,3.3850684597897
Caples032 prefire ,L,PILA,0.255175863287831,1,57,57,57,7,21,0.8,4.04686,1.03266099410499
Caples032 prefire ,L,POTR,0.143872377163798,1,42.8,42.8,42.8,,9,3,4.04686,0.582231368249088
Caples075 prefire ,L,ABCO,1.18630858289449,4,51.175,105.9,21.8,3.375,21.1,,16.18744,4.80082475177241
Caples075 prefire ,L,ABMA,0.344962581327427,2,46.7,50.6,42.8,2.8,22.4,,8.09372,1.39601527187071
Caples076 prefire ,D2,ABCO,0.037439145050993,2,15.35,17,13.7,,6.4,,8.09372,0.151510978541061
Caples076 prefire ,D3,ABCO,0.141074003507613,2,25.05,41.5,8.6,,3.65,,8.09372,0.570906741834819
Caples076 prefire ,D3,ABMA,0.264928152282737,3,30.5666666666667,42.2,11.2,,2.43333333333333,,12.14058,1.07212714234692
Caples076 prefire ,L,ABCO,4.34237317939259,41,30.6134146341463,84.2,8,4.66341463414634,14.8731707317073,,165.92126,17.5729763247567
Caples076 prefire ,L,ABMA,0.110472534867158,4,18.45,24.2,16.1,2.725,8.875,,16.18744,0.447066882452508
Caples076 prefire ,L,PIJE,0.373928065593525,1,69,69,69,22,29,,4.04686,1.51323453152781
Caples077 prefire ,D1,ABMA,0.294166169711534,1,61.2,61.2,61.2,,26.5,,4.04686,1.19044930555882
Caples077 prefire ,D3,ABCO,0.06696618900392,1,29.2,29.2,29.2,,2.3,,4.04686,0.271002791632404
Caples077 prefire ,D3,ABMA,0.601320468851171,1,87.5,87.5,87.5,,16.5,3.5,4.04686,2.43345975257505
Caples077 prefire ,L,1443,0.339016331832345,1,65.7,65.7,65.7,8.3,31.7,,4.04686,1.37195163263904
Caples077 prefire ,L,ABCO,2.32529378485164,12,44.25,78.4,9.6,4.23333333333333,18.2333333333333,,48.56232,9.41013840616469
Caples077 prefire ,L,ABMA,0.789992742653323,2,70.6,77.3,63.9,7.1,29.05,,8.09372,3.19699003053403
Caples115 prefire ,D1,CADE,0.0702153812058953,1,29.9,29.9,29.9,,4.4,,4.04686,0.284151817586889
Caples115 prefire ,D3,ABCO,0.0158367685667461,1,14.2,14.2,14.2,,3.3,,4.04686,0.0640891852420223
Caples115 prefire ,D3,CADE,0.114608441595609,1,38.2,38.2,38.2,,2.8,,4.04686,0.463804317955607
Caples115 prefire ,L,ABCO,0.0989798035421634,1,35.5,35.5,35.5,3.1,7.8,,4.04686,0.400557407762639
Caples115 prefire ,L,CADE,0.106625654662838,2,25.4,31.2,19.6,3.3,6.1,,8.09372,0.431499096828851
Caples115 prefire ,L,PIJE,0.693781467637136,4,42.4,73.5,16.7,6.25,16.325,,16.18744,2.80763647012202
Caples122 prefire ,D,ABCO,0.0696962330198896,5,12,23.1,7.7,,6.62,0.52,20.2343,0.28205089755887
Caples122 prefire ,D,CADE,0.1379779639475,11,11.9909090909091,21.9,8,,4.20909090909091,0.590909090909091,44.51546,0.558377503180581
Caples122 prefire ,L,ABCO,0.939540406945832,8,33.875,58.5,9.4,5.7625,15.0625,0.51875,32.37488,3.80218849125281
Caples122 prefire ,L,CADE,1.20264191945005,20,26.3725,43,8.6,4.45,10.12,0.38,80.9372,4.86692347814562
Caples122 prefire ,L,PIJE,0.214785977336954,2,36.9,39.3,34.5,6.05,17.1,3.1,8.09372,0.869208780245825
Caples125 prefire ,L,ABCO,0.537436967638586,7,24.6571428571429,57.4,8.2,0.814285714285714,10.5428571428571,0.757142857142857,28.32802,2.17493216685789
